"","TO_6_1_Plastic","TO_6_2_Ceramic","TO_6_2_Glass","TO_6_2_Hands","TO_6_2_Knife","TO_6_2_P6D2","TO_6_2_p9blh","TO_6_2_Phone","TO_6_2_Plastic","TO_7_1_Ceramic","TO_9_0_Hands","TO_7_1_Glass","TO_7_1_Hands","TO_7_1_Knife","TO_7_1_P7D1","TO_7_1_Phone","TO_7_1_Plastic","TO_7_2_Glass","TO_7_2_Hands","TO_10_1_Ceramic","TO_7_2_P7D2","TO_7_2_Phone","TO_8_1_Glass","TO_8_1_Hands","TO_8_1_P8D1","TO_8_1_Phone","TO_8_1_Plastic","TO_8_2_Glass","TO_10_1_Glass","TO_8_2_Hands","TO_8_2_Knife","TO_8_2_P8D2","TO_8_2_Phone","TO_8_2_Plastic","TO_9_1_Ceramic","TO_9_1_Glass","TO_9_1_Hands","TO_9_1_Knife","TO_9_1_P9D1","TO_10_1_Hands","TO_9_1_Phone","TO_9_1_Plastic","TO_9_2_Ceramic","TO_9_2_Glass","TO_9_2_Hands","TO_9_2_Knife","TO_9_2_P9D2","TO_9_2_Phone","TO_9_2_Plastic","TO_10_1_Knife","TO_10_1_P10D1","TO_10_1_Phone","TO_10_1_Plastic","TO_10_2_Ceramic","TO_10_2_Glass","TO_10_0_Hands","TO_10_2_Hands","TO_10_2_Knife","TO_10_2_P10D2","TO_10_2_Phone","TO_10_2_Plastic","TO_1_1_Ceramic","TO_1_1_Glass","TO_1_1_Hands","TO_1_1_Knife","TO_1_1_P1D1","TO_1_0_Hands","TO_1_1_Phone","TO_1_1_Plastic","TO_1_2_Ceramic","TO_1_2_Glass","TO_1_2_Hands","TO_1_2_Knife","TO_1_2_P1D2","TO_1_2_Phone","TO_1_2_Plastic","TO_2_1_Ceramic","TO_2_0_Hands","TO_2_1_Glass","TO_2_1_Hands","TO_2_1_Knife","TO_2_1_P2D1","TO_2_1_Phone","TO_2_1_Plastic","TO_2_2_Ceramic","TO_2_2_Knife","TO_2_2_P2D2","TO_2_2_Phone","TO_3_0_Hands","TO_2_2_Plastic","TO_3_1_Ceramic","TO_3_1_Glass","TO_3_1_Hands","TO_3_1_Knife","TO_3_1_P3D1","TO_3_1_Phone","TO_3_1_Plastic","TO_3_2_Ceramic","TO_3_2_Glass","TO_4_0_Hands","TO_3_2_Hands","TO_3_2_Knife","TO_3_2_P3D2","TO_3_2_Phone","TO_3_2_Plastic","TO_4_1_Ceramic","TO_4_1_Hands","TO_4_1_P4D1","TO_5_0_Hands","TO_4_1_Phone","TO_4_1_Plastic","TO_4_2_Glass","TO_4_2_Hands","TO_4_2_Knife","TO_4_2_P4D2","TO_4_2_Phone","TO_5_1_Ceramic","TO_6_0_Hands","TO_5_1_Glass","TO_5_1_Hands","TO_5_1_P5D1","TO_5_1_Phone","TO_5_1_Plastic","TO_5_2_Ceramic","TO_5_2_Glass","TO_5_2_Hands","TO_7_0_Hands","TO_5_2_p5nh1","TO_5_2_Phone","TO_5_2_Plastic","TO_6_1_Ceramic","TO_6_1_Glass","TO_6_1_Hands","TO_6_1_Knife","TO_6_1_P6D1","TO_6_1_Phone","TO_8_0_Hands"
"no_species_TAXID_No_TO_sample_contig_68650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.961761699531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.622403276457,64095.3516858059,0,0,0,0,6143.33544637222,0,0,0,34.5524990213713,0,0,0,0,0,239.084687382521,0,0,0,0,0,0,0,1.69007681722575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_71204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958.63178815636,0,0,0,0,239.146265988458,0,0,0,0,0,0,0,0,0,16.6806869988605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_71508",0,0,0,0,0,2327.2804967134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biseptimavirus BU01_TAXID_No_1519999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.13200755309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_75418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27110.6931842493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236995.900084446,0,0,0,0,0,0,59482.9998616029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_78304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11480.5759802342,0,0,0,0,0,0,0,0,0,0,122.750901444811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus phage vB_SauS_Mh4_TAXID_No_2914855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123226.363593767,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mammaliicoccus phage vB_MscM-PMS3_TAXID_No_2861056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301.13037226904,0,0,0,0,0,0,0,0,0,398182.248827149,0,0,0,129969.731200746,0,0,0,343.0019177902,75132.833412976,0,0,0,0,0,119629.838515722,133655.046206934,0,0,0,0,188.248294825379,0,0,0,0,0,1929.74446476791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157904.475221646,0,0,0,0,0,81215.4309570847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.43750122697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32480929785,0,0,0
"no_species_TAXID_No_TO_sample_contig_85624",0,0,0,0,0,0,0,0,0,0,128476.965463235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703.46223643897,0,0,0,0,0,0,0,0,113169.246384166,0,0,0,0,0,0,0,0,0,245.179614919154
"no_species_TAXID_No_TO_sample_contig_87308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.888250802027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.991950031795,180810.798421348,0,0,0,0,16210.3825146385,0,0,0,115.284071915116,0,2106.79916600736,0,0,0,870.887525069269,0,0,0,0,0,0,0,7.49976974171263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_87342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351.22579421322,0,0,0,0,228.571479736761,0,0,0,6.48119161513832,0,0,0,0,0,1.44002060491865,0,0,0,0,0,0,0,0.693473555177739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_87812",8.53988521536276,0,0,0,0,2000.30720378672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_88084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40149.5771820922,0,0,0,34711.6353786742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_88185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.909941923723,0,0,0,0,8805.63582814421,0,0,0,34.6108937408626,0,0,0,0,0,120.24372471475,0,0,0,0,0,0,0,0.269330265236393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snyder-Theilen feline sarcoma virus_TAXID_No_11780",0,0,0,0,0,5271.22696896247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y73 sarcoma virus_TAXID_No_11884",0,0,0,0,0,6676.88749401913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_96244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.76009335917,0,0,0,0,225.480765074832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemykibivirus hydro3_TAXID_No_2582939",0,0,0,860719.752199183,0,157756.776367062,481938.533422678,916065.435068965,513553.226431312,0,0,44177.2282034497,874576.726577013,901307.20995716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466520.261715149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.316630232536,0,0,0,0,299.637667180754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713351.753041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544.24095197488,0,0,0,0,0,0,0,0,0
"Percavirus felidgamma1_TAXID_No_1452540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12748.0802938343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.319559671296,0,0,0,0,0,0,256760.41322678,0,0,0,0,0,0,0,0,0,0,0,0,2.08640210859675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orthotospovirus alstroemerinecrosis_TAXID_No_693450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7516824231489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_103652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21378.0462426539,0,5299.86571119492,0,0,0,127.673367687137,0,0,0,0,0,0,0,0,0,0,0,26006.7172965923,0,0,0,0,2133.67044967035,0,0,0,27.1029000480196,0,0,0,0,0,122.84564807391,0,0,0,0,0,0,0,0.579990395840995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_107257",0,0,0,0,0,0,0,0,0,0,608123.863434547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18268.6728296391,0,0,0,0,0,0,0,0,886830.753615834,0,0,0,0,0,0,0,0,0,720.489983864162
"no_species_TAXID_No_TO_sample_contig_107410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harvey murine sarcoma virus_TAXID_No_11807",0,0,0,0,0,5658.01180499673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16652.8640854192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skunavirus sv62605_TAXID_No_2029669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75968802932997,0,0,0,0,0,0,0,0,0,0,2542.9321109129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_116131",0,0,0,0,0,4674.53765005094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_116196",0,0,0,0,0,7095.55226359524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_123479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.74052354603,62567.9619716894,0,0,0,49783.5024884227,0,10485.7861049967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_124909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.176699725902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_125443",0,0,0,0,0,5596.2351828484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12353.2806799352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_127419",3233.86444058963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_130059",0,0,0,0,0,23328.8840152475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55702.1639604894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_131362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074.44149995145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monkeypox virus_TAXID_No_10244",0,0,0,0,0,4149.2086569976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_132190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.549626080201,0.29618824645205,56343.1364518655,0,0,146.659359497977,961344.197006894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skunavirus sv05601_TAXID_No_2029658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.76922176678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_142813",0,0,0,0,0,2317.37717545079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unknown_species_of_Pahexavirus_TAXID_No_1982251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547.65370529954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_147124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182828.340157126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159824.63724556,0,0,0,0,0,0,231574.73592146,0,878.652803405484,0,0,0,0,899.661500972326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
