"","superkingdom","clade","kingdom","phylum","class","order","family","subfamily","genus","species","taxID","length"
"TO_sample_contig_845078","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus neocaledonia","2107708","  421"
"TO_sample_contig_845896","Viruses","Satellites","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Tick-associated circular DNA satellite","2963853"," 1277"
"TO_sample_contig_845928","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Brussowvirus","Brussowvirus 20617","1392231","15043"
"TO_sample_contig_846800","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_846800","  320"
"TO_sample_contig_848373","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848373","  346"
"TO_sample_contig_848590","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848590"," 7147"
"TO_sample_contig_848932","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848932","  294"
"TO_sample_contig_849731","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  820"
"TO_sample_contig_850293","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_850293","  318"
"TO_sample_contig_852901","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","11136"
"TO_sample_contig_854150","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_854150","  770"
"TO_sample_contig_856636","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_856636"," 5662"
"TO_sample_contig_857209","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_857209","  815"
"TO_sample_contig_858375","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Hollowayvirus","Pseudomonas phage PA8","2860997","  374"
"TO_sample_contig_859220","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_859220","  300"
"TO_sample_contig_860000","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_860000","  286"
"TO_sample_contig_861389","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_861389","  529"
"TO_sample_contig_862865","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Moineauvirus","Streptococcus phage vB_SthS_VA460","2069609","  761"
"TO_sample_contig_863083","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_863083","  285"
"TO_sample_contig_866515","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Sextaecvirus","unknown_species","1922243"," 3271"
"TO_sample_contig_867121","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867121","  309"
"TO_sample_contig_867556","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867556","  333"
"TO_sample_contig_867840","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867840","  422"
"TO_sample_contig_869370","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Chimeric virus 14","1608440","  277"
"TO_sample_contig_869443","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_869443","  291"
"TO_sample_contig_869474","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_869474","  288"
"TO_sample_contig_869857","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082"," 1664"
"TO_sample_contig_871291","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_871291","  303"
"TO_sample_contig_871557","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fugitivi","265522","  732"
"TO_sample_contig_872044","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_872044","  291"
"TO_sample_contig_873202","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_873331","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_873331","  482"
"TO_sample_contig_873976","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_873976","  288"
"TO_sample_contig_874140","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","unknown_subfamily","Alphachrysovirus","Alphachrysovirus perseae","1587509","  565"
"TO_sample_contig_875897","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  282"
"TO_sample_contig_876639","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_876639","  314"
"TO_sample_contig_876684","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_876684","  341"
"TO_sample_contig_877187","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_877187","  410"
"TO_sample_contig_879181","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_879181","  338"
"TO_sample_contig_880125","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_880125","  441"
"TO_sample_contig_880725","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Streptococcus phage CHPC1109","2365027","  339"
"TO_sample_contig_882495","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_882495"," 9071"
"TO_sample_contig_886077","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Hytrosaviridae","unknown_subfamily","Glossinavirus","Glossinavirus glopallidipedis","379529","  520"
"TO_sample_contig_886154","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_886154","  693"
"TO_sample_contig_886174","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Firstpapillomavirinae","Alphapapillomavirus","Alphapapillomavirus 9","333760","  275"
"TO_sample_contig_886404","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  863"
"TO_sample_contig_888686","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","14757"
"TO_sample_contig_888782","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  457"
"TO_sample_contig_890292","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_890292","  356"
"TO_sample_contig_890343","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily","Gammanudivirus","Gammanudivirus pemonodonis","1529056","  882"
"TO_sample_contig_890682","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_892235","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_892235","  270"
"TO_sample_contig_892521","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_892521","  368"
"TO_sample_contig_892771","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  237"
"TO_sample_contig_892860","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  966"
"TO_sample_contig_892983","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  256"
"TO_sample_contig_893322","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893322"," 4246"
"TO_sample_contig_893344","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893344","  276"
"TO_sample_contig_893371","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  255"
"TO_sample_contig_893713","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893713","  535"
"TO_sample_contig_895894","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_895894","  474"
"TO_sample_contig_897422","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Bacteriophage sp.","38018","11035"
"TO_sample_contig_897563","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_897563","  337"
"TO_sample_contig_898075","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_898075","  387"
"TO_sample_contig_898428","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_898428"," 5341"
"TO_sample_contig_898994","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","unknown_genus","Genomoviridae sp.","2202565","  282"
"TO_sample_contig_899311","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_899311"," 2019"
"TO_sample_contig_899404","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_899404","  282"
"TO_sample_contig_899513","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_899513","  544"
"TO_sample_contig_901170","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 1019"
"TO_sample_contig_901429","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_901429","  415"
"TO_sample_contig_902689","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage PhiSepi-HH3","2782522"," 2030"
"TO_sample_contig_902767","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_904503","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ripduovirus","Ripduovirus RP12","1923890","  674"
"TO_sample_contig_904558","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_904558","  481"
"TO_sample_contig_904924","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_904924","  348"
"TO_sample_contig_905385","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  312"
"TO_sample_contig_905474","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_905474","  270"
"TO_sample_contig_907886","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_907886","  360"
"TO_sample_contig_907912","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  392"
"TO_sample_contig_909020","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_909020","  309"
"TO_sample_contig_909150","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage StB20-like","1732064","  405"
"TO_sample_contig_909977","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_909977"," 2799"
"TO_sample_contig_910021","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_910021","  492"
"TO_sample_contig_910660","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_910660","  313"
"TO_sample_contig_911358","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_911358","  293"
"TO_sample_contig_911670","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_911670","  270"
"TO_sample_contig_913203","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Peduoviridae","unknown_subfamily","Wadgaonvirus","Wadgaonvirus wv5004651","2716351","  518"
"TO_sample_contig_913494","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_913494","  324"
"TO_sample_contig_914140","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_914140","  316"
"TO_sample_contig_914191","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_914191","  390"
"TO_sample_contig_914331","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_914331","  425"
"TO_sample_contig_917027","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  864"
"TO_sample_contig_917940","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_917940","  297"
"TO_sample_contig_918063","Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unknown_subfamily","unknown_genus","Human endogenous retrovirus","11827","  878"
"TO_sample_contig_918827","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_918827","  499"
"TO_sample_contig_919349","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_919349","  270"
"TO_sample_contig_919514","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_919514","  288"
"TO_sample_contig_922092","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_922092","  288"
"TO_sample_contig_922748","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  393"
"TO_sample_contig_923073","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_923073","  294"
"TO_sample_contig_923145","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_923145","  399"
"TO_sample_contig_924534","Viruses","Riboviria","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Nyamiviridae","unknown_subfamily","Nyavirus","Nyavirus nyamaniniense","644610","  269"
"TO_sample_contig_924779","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_924779","  415"
"TO_sample_contig_926879","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_926879","  295"
"TO_sample_contig_927574","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_927574","  368"
"TO_sample_contig_928053","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_928053","  764"
"TO_sample_contig_928183","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_928183","  323"
"TO_sample_contig_928384","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_928384"," 1053"
"TO_sample_contig_928469","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_928469","  291"
"TO_sample_contig_928887","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_928887","  318"
"TO_sample_contig_929440","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_929440","  454"
"TO_sample_contig_929676","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","unknown_subfamily","Ictavirus","Ictavirus ictaluridallo1","10401"," 1391"
"TO_sample_contig_930453","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_930453","  376"
"TO_sample_contig_930620","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","unknown_subfamily","unknown_genus","Microviridae sp.","2202644"," 6267"
"TO_sample_contig_931161","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_931161","  330"
"TO_sample_contig_931195","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_931195","  589"
"TO_sample_contig_931376","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_931376","  442"
"TO_sample_contig_931468","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_931468","  282"
"TO_sample_contig_931712","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_931712","  430"
"TO_sample_contig_932073","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932073","  276"
"TO_sample_contig_932105","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus salinus","1349410"," 1179"
"TO_sample_contig_932149","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932149","  282"
"TO_sample_contig_932247","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932247","  396"
"TO_sample_contig_932294","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932294","  328"
"TO_sample_contig_932342","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932342","  303"
"TO_sample_contig_932377","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932377","  372"
"TO_sample_contig_932540","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932540","  410"
"TO_sample_contig_932839","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_932839","  270"
"TO_sample_contig_933135","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933135","  291"
"TO_sample_contig_933160","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933160","  299"
"TO_sample_contig_933338","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933338","  469"
"TO_sample_contig_933427","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933427","  276"
"TO_sample_contig_933468","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933468","  271"
"TO_sample_contig_933508","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933508","  321"
"TO_sample_contig_933530","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933530","  330"
"TO_sample_contig_933737","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933737","  318"
"TO_sample_contig_933747","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933747","  286"
"TO_sample_contig_933898","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933898","  288"
"TO_sample_contig_933954","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933954","  468"
"TO_sample_contig_933962","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933962","  270"
"TO_sample_contig_933965","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_933965","  294"
"TO_sample_contig_934221","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934221","  405"
"TO_sample_contig_934398","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934398","  276"
"TO_sample_contig_934415","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934415","  282"
"TO_sample_contig_934457","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934457","  273"
"TO_sample_contig_934528","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934528","  276"
"TO_sample_contig_934658","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934658","  280"
"TO_sample_contig_934713","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934713","  279"
"TO_sample_contig_934781","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Chimeric virus 14","1608440","  274"
"TO_sample_contig_934811","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934811","  273"
"TO_sample_contig_934847","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934847","  313"
"TO_sample_contig_934888","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934888","  282"
"TO_sample_contig_934894","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934894","  329"
"TO_sample_contig_934986","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_934986","  313"
"TO_sample_contig_935040","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_935040","  276"
"TO_sample_contig_935048","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_935048","  306"
"TO_sample_contig_935069","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_935069","  270"
"TO_sample_contig_935180","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_935180","  273"
"TO_sample_contig_935235","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_935235","  273"
